index	segment
0.0	0.04005:0.76005
1.0	0.76005:1.8
2.0	1.8:1.8400500000000002
3.0	1.8400500000000002:1.96
4.0	1.96:2.08005
5.0	2.08005:4.12
6.0	4.12:4.16005
7.0	4.16005:5.24
8.0	5.24:6.44
9.0	6.44:6.48005
10.0	6.48005:9.88
11.0	9.88:10.0
12.0	10.0:10.28005
13.0	10.28005:11.0
14.0	11.0:11.040049999999999
15.0	11.040049999999999:11.44005
16.0	11.44005:12.08
17.0	12.08:12.2
18.0	12.2:13.8
19.0	13.8:13.84005
20.0	13.84005:13.88005
21.0	13.88005:16.2
22.0	16.2:17.24005
23.0	17.24005:18.28
