index	segment
0.0	2.8000499999999997:7.7
1.0	7.7:7.7330499999999995
2.0	7.7330499999999995:11.633
3.0	11.633:11.733049999999999
4.0	11.733049999999999:12.1
5.0	12.1:12.633049999999999
6.0	12.633049999999999:13.633049999999999
7.0	13.633049999999999:13.967
8.0	13.967:19.433
9.0	19.433:19.46705
10.0	19.46705:23.233050000000002
11.0	23.233050000000002:23.3
12.0	23.3:23.666999999999998
