index	segment
0.0	5e-05:8.133049999999999
1.0	8.133049999999999:8.7
2.0	8.7:8.733049999999999
3.0	8.733049999999999:10.533
4.0	10.533:10.56705
5.0	10.56705:11.03305
6.0	11.03305:11.167
7.0	11.167:11.633
8.0	11.633:11.8
9.0	11.8:11.83305
10.0	11.83305:13.933
