person	segment
0	[[3.437, 3.904], [3.77, 5.138], [9.61, 11.745], [17.518, 19.386], [21.021, 23.256999999999998], [26.526999999999997, 29.096], [32.599000000000004, 34.968], [34.668, 36.069], [37.137, 37.971], [44.177, 44.745], [44.711000000000006, 44.978]]
2	[[5.172000000000001, 9.576], [11.777999999999999, 17.484], [19.419, 20.988000000000003], [23.29, 26.493000000000002], [29.263, 30.796999999999997], [31.164, 32.566], [36.103, 37.104]]
