index	segment
0.0	5e-05:2.68005
1.0	2.68005:2.72
2.0	2.72:5.8
3.0	5.8:5.84005
4.0	5.84005:7.0
5.0	7.0:7.04005
6.0	7.04005:9.64005
7.0	9.64005:9.8
8.0	9.8:11.24
9.0	11.24:11.32
10.0	11.32:19.20005
11.0	19.20005:19.92
